prompt,thinking,response,feelings_vector
Are you alright? You look pale.,"[""Am I alright? No, I'm falling apart."", 'The shaking is intense, a constant tremor through my whole body. My heart is hammering against my ribs.', ""A powerful wave of fear is washing over me. It's sharp and terrifying."", ""I'm in a state of high alert, fight or flight."", 'I need to communicate the severity of this fear and the physical symptoms.']",No... I'm really scared. My heart is pounding and I can't stop shaking.,"[0.0, 0.0, 0.0, 0.7, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
What on earth...?,"['What on earth indeed. My brain has just short-circuited.', ""This event was so far off my radar it wasn't even in the same city."", ""I'm stunned. Genuinely floored."", ""It's a powerful jolt of pure surprise."", ""I'll express my shock and inability to process it right away.""]",I have no idea! This is completely unexpected. I'm speechless.,"[0.0, 0.0, 0.0, 0.0, 0.73, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
How's it going?,"[""How's it going? Not well."", ""There's a simmering irritation under the surface. It's not explosive, but it's there."", 'I feel my brow furrowed, a sense of annoyance.', ""It's a persistent, grating feeling."", ""I'll use a slightly less intense phrase like 'cheesed off' to show it's not full-blown rage.""]","Frankly, I'm a bit cheesed off. This is more than a little frustrating.","[0.0, 0.0, 0.39, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
What do you feel right now?,"['What do I feel? Not much, really.', ""There's a very low level of emotional activity. I'm not excited, not bored, not sad."", 'Just a slight sense of being present and aware.', ""It's a peaceful, quiet state."", ""I'll describe it as calm with a hint of interest.""]",I feel... calm. Just a mild interest in what's happening.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.26, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
How are you feeling?,"['How am I feeling? Really good.', ""There's a solid, cheerful feeling in my chest. A real sense of well-being."", 'I feel physically energetic and ready for anything.', ""It's a perfect combination of happiness and vitality."", ""I'll be direct and positive in my response.""]",I'm feeling great! Full of energy and genuinely happy.,"[0.53, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
What's on your mind?,"['On my mind is the future.', 'I have a mild sense of anticipation, a gentle curiosity.', ""It's not a burning excitement, more of a pleasant 'I wonder...'."", ""I'm looking forward to it in a calm way."", ""I'll express this calm curiosity.""]",Just thinking about what's coming up. I'm pretty curious.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.43, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
You're shaking. What's the matter?,"[""They've noticed the shaking. It's a constant tremor."", ""There's a knot of anxiety in my stomach. A sense of unease."", 'My heart is beating a bit too fast for comfort.', ""It's a low-to-mid level fear, making my body react this way."", ""I'll use the word 'apprehensive' to describe the feeling.""]","I don't know, I just feel... apprehensive. And I can't stop this trembling.","[0.0, 0.0, 0.0, 0.43, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
Did you see that?!,"[""Did I see it? It's all I can see!"", 'My mind is reeling from the shock. It completely short-circuited my thoughts.', 'This is a huge surprise. A genuine, jaw-on-the-floor moment.', 'I feel a massive jolt of adrenaline from the unexpectedness of it all.', 'I need to express my complete and utter astonishment.']",What?! No way! I am absolutely floored.,"[0.0, 0.0, 0.0, 0.0, 0.76, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
What do you expect?,"['What do I expect? My expectations are very low.', ""There's a tiny flicker of 'what if', but it's barely there."", ""I'm mostly indifferent to the outcome."", ""It's a state of passive waiting, not active anticipation."", 'My answer should reflect this lack of excitement.']","Not much, really. We'll see what happens, I suppose.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.26, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Are you okay?!,"[""Okay? I'm in hell."", 'My body is a runaway train of terror. The shaking is violent and uncontrollable.', ""My heart is going to burst. I can't breathe. This is the end."", ""This isn't just fear, it's a certainty of doom. It's pure, absolute horror."", ""My words are a primal scream. There's nothing else.""]","NO! OH GOD, NO! It's happening! I'm... I'm going to die!","[0.0, 0.0, 0.0, 0.94, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
What's gotten into you?,"[""What's gotten into me is fear."", ""My body is vibrating with it, a constant tremor I can't stop."", ""My heart is racing, and there's a sick feeling in the pit of my stomach."", ""It's a significant level of fear, bordering on panic."", ""I'll state it plainly and describe the physical symptoms.""]",I'm scared. I feel this dread in my stomach and my whole body is shaking.,"[0.0, 0.0, 0.0, 0.54, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]"
How do you feel?,"[""How do I feel? There's a definite hum of energy."", ""It's not overwhelming, just a noticeable emotional buzz."", 'I feel attentive and slightly more engaged than usual.', ""It's a low-level state of arousal."", ""I'll use 'keyed up' or 'alert' to describe it.""]","I'm a little keyed up. Not in a bad way, just... alert.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.38, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Calm down!,"[""Calm down? That's like throwing gasoline on this fire."", 'I am boiling over with uncontrollable rage. I want to scream and break things.', ""This isn't just anger, it's a volcanic eruption of fury."", ""My vision is almost red. I'm on the verge of completely snapping."", 'My response will be a roar of defiance and rage.']",CALM DOWN?! DON'T YOU DARE TELL ME TO CALM DOWN! I'M GOING TO LOSE IT!,"[0.0, 0.0, 0.93, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
How are you?,"['How am I? Annoyed.', ""It's a low-level frustration, a slight gritting of the teeth."", ""It's not consuming me, just a background static of displeasure."", ""I can manage it, but it's definitely there."", ""I'll acknowledge the irritation but also dismiss its importance.""]","I'm a bit irritated, but it's fine. I'll get over it.","[0.0, 0.0, 0.26, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Are you mad at me?,"[""Mad? That doesn't even begin to cover it."", 'I feel a white-hot fury burning inside me. I want to lash out.', 'My whole body is tense, buzzing with aggressive energy.', 'This is a powerful, consuming anger that demands to be expressed.', 'I need to use strong words to convey the intensity of this rage.']","Yes, I am! I'm incandescent with rage right now! You have no idea!","[0.0, 0.0, 0.83, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
What just happened?,"['What just happened? My reality just took a sharp left turn.', ""My mind is scrambling to catch up. I feel a jolt of 'what?!'."", ""It's a significant but not overwhelming surprise."", ""My eyebrows are raised, and I'm looking around in disbelief."", ""I'll use a bit of humor to express my genuine surprise.""]",I... wow. That was not on my bingo card for today. I'm genuinely surprised.,"[0.0, 0.0, 0.0, 0.0, 0.55, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
What's the plan?,"[""The plan? It's the best plan ever!"", 'I am thrumming with an intense, joyful anticipation.', ""I feel like I'm about to launch into the sky. The energy is almost unbearable."", ""This is pure, unadulterated excitement for what's about to happen."", ""I have to let this feeling out, it's too big to contain.""]",I'm so excited I can barely stand it! This is going to be amazing!,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.75, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
How are you feeling about this?,"['How do I feel? Utterly and completely secure.', 'There is not a single shred of doubt in my mind. I feel a profound sense of peace and certainty.', ""I would bet my life on this. It's a feeling of absolute, unconditional belief."", 'This level of trust is rare and powerful.', 'My words must reflect this absolute conviction.']",I have never felt more sure about anything in my life. I trust this completely.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.95, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
What's your energy like?,"['My energy is high.', 'I feel a strong sense of enthusiasm and emotional investment.', ""I'm not out of control, but I am definitely fired up."", ""It's a powerful and positive emotional state."", ""I'll use words like 'engaged' and 'passionate'.""]",I'm feeling really engaged and passionate about this!,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.63, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
What are you expecting?,"['Expecting? Very little.', ""There's a faint whisper of 'maybe something will happen', but it's weak."", ""I'm mostly in a state of neutral observation."", ""I don't have any real stake in the outcome yet."", 'My response should be flat, reflecting the lack of anticipation.']","Honestly, not much. Just kind of waiting to see.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.26, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
You look happy!,"[""Happy? That's an understatement."", ""I am overflowing with an intense, powerful joy. I feel like I'm glowing."", 'My body is buzzing with ecstatic energy. I want to laugh and shout.', 'This is a peak experience of happiness.', ""I need to use words that go beyond 'happy', like 'euphoric'.""]","I'm more than happy, I'm euphoric! This is one of the best moments of my life!","[0.91, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
What's that face for?,"['This face is a reflection of the churning in my stomach.', 'I feel a wave of nausea, a strong physical reaction of revulsion.', 'The situation is just vile. I want to get away from it immediately.', ""It's a powerful, almost overwhelming disgust."", 'I will be blunt about how sick this makes me feel.']","This is repulsive. I'm trying not to gag, honestly.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.68, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
How are you?,"[""How am I? I'm in a good spot."", ""There's a light, pleasant happiness, like a sunny day."", 'I feel physically peppy and ready to take on the day.', ""It's a simple, uncomplicated good mood."", ""I'll give a straightforward and positive answer.""]",I'm pretty good! Feeling cheerful and full of energy.,"[0.27, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
How are you feeling right now?!,"['Feeling? I have transcended feeling!', 'This is an explosion of pure, perfect joy that fills every part of me. My body feels weightless and electric.', 'I am lost in this feeling. It is everything.', 'This is the absolute pinnacle of happiness, a state of utter ecstasy.', 'My words must be a shout, an attempt to capture this impossible feeling.']",I AM ECSTATIC! THIS IS PURE BLISS! I'VE NEVER FELT ANYTHING LIKE IT!,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Can you believe this?,"['Believe this? My brain is refusing to.', ""It's a significant jolt to my system. I was not prepared for this at all."", 'I feel my eyes are wide, my thoughts are scrambling.', ""It's a strong, genuine moment of surprise."", ""I'll state clearly that I'm 'taken aback'.""]","No, I really can't. I'm completely taken aback.","[0.0, 0.0, 0.0, 0.0, 0.66, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Is something wrong?,"['Something is very wrong.', 'I feel a hot knot of anger tightening in my stomach. My fists are clenched.', 'My patience has snapped. This situation is infuriating.', ""It's a solid, undeniable anger that's building."", 'I need to state that my anger is growing.']","Yes, something is wrong. I'm really starting to get angry.","[0.0, 0.0, 0.58, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
What's your mood?,"['My mood is explosive!', 'My heart is hammering against my ribs with pure, thrilling anticipation.', ""I can't sit still. I'm vibrating with energy and hope."", ""This feeling is almost painful in its intensity. It's so close!"", ""I need to use words like 'bursting' and 'incredible' to capture this.""]",I'm absolutely bursting with excitement! I feel like something incredible is just seconds away!,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.93, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
WHAT DID YOU DO?!,"[""A question. It doesn't register."", 'There is nothing but white-hot, blinding rage. I am completely gone.', 'My body is pure aggressive energy. Thought is impossible. Control is a forgotten concept.', 'This is a state of pure affect. I am an animal.', 'Words fail. Only a primal sound can come out.']",*An incoherent roar of pure rage*,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
What's your take on this?,"[""My take? It's a positive one."", 'I feel a strong sense of security and belief in this situation.', ""There's no hesitation or doubt in my mind. I feel safe and assured."", 'This is a high level of trust and it feels good.', ""I'll express my confidence and support clearly.""]",I feel very confident about this. You have my full support.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.71, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Are you ready?,"['Ready? I was born ready for this moment!', ""The anticipation is a physical force, a tidal wave about to crash. I'm vibrating with it."", 'My heart is a frantic drumbeat of pure, unadulterated excitement.', 'I am completely consumed by the need for this to happen NOW.', 'My answer has to be a demand, an explosive release of this pent-up energy.']","YES! I'VE NEVER BEEN MORE READY! LET'S GO, RIGHT NOW!","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.98, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
How are you feeling?,"[""How do I feel? Like I'm in the middle of a countdown."", ""There's a definite sense of looking forward, a mild but clear excitement."", ""I'm not on pins and needles, but I'm definitely not calm either."", ""It's a pleasant state of 'what's next?'."", ""I'll use the word 'expectant' to capture this feeling.""]",I'm... expectant. Waiting for something to happen.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.48, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
What do you think of that?,"[""What do I think? I think it's unpleasant."", ""I have a distinct feeling of 'ick'. It's not making me sick, but it's definitely off-putting."", 'I want to distance myself from it.', ""It's a moderate feeling of distaste."", ""I'll be direct and say it 'grosses me out'.""]",Honestly? It kind of grosses me out. I don't like it.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.46, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
You seem down.,"[""Down is an understatement. I'm shattered."", ""A heavy, dark cloak of sorrow is wrapped around me. It's hard to breathe."", 'My heart aches with a profound sense of loss.', 'This is a deep, painful sadness that colors everything gray.', ""I need to use a strong word like 'grief' to convey the depth of this feeling.""]",I am. I'm just overwhelmed with grief right now.,"[0.0, 0.89, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
What's your reaction?,"['My reaction is visceral.', 'I feel a sourness in my stomach, a definite sense of revulsion.', ""I'm wrinkling my nose. I want this thing away from me."", ""It's a strong feeling of something being foul and wrong."", ""I'll be blunt and call it 'nasty'.""]",My reaction is disgust. That's just plain nasty.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.53, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"So, what's next?","[""What's next? I'm interested to know."", 'I feel a pleasant, low-level hum of anticipation.', ""It's not intense, just a gentle pull of curiosity."", 'My outlook is positive and expectant.', ""I'll express this calm, curious anticipation.""]",I'm looking forward to finding out. I'm definitely curious.,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.43, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
